timestamp,temperature,humidity,wind_speed,precipitation,vegetation_index,latitude,human_activity_index,longitude,severity
2020-09-09 10:00:00,37.8,50,9,3.6,69,44.3951,37,-73.9791,0
2020-09-09 11:00:00,34.9,42,37,1.1,37,44.0614,65,-73.9495,0
2020-09-09 12:00:00,18.9,58,4,2.8,59,44.3955,46,-72.6634,0
2020-09-09 13:00:00,16.9,20,14,1.0,72,44.5507,66,-73.5389,0
2020-09-09 14:00:00,39.5,42,37,4.1,57,44.4974,26,-72.6541,0
2020-09-09 15:00:00,22.3,84,40,1.8,79,44.2162,61,-72.8435,0
2020-09-09 16:00:00,37.3,52,17,4.9,54,44.438,76,-73.7135,0
2020-09-09 17:00:00,33.5,57,20,4.4,50,45.7713,19,-73.2959,0
2020-09-09 18:00:00,22.3,69,4,0.4,44,45.6531,72,-73.3384,0
2020-09-09 19:00:00,37.8,13,40,0.7,76,44.2499,95,-73.4077,medium
2020-09-09 20:00:00,34.3,47,12,2.3,30,44.4733,29,-72.1953,0
2020-09-09 21:00:00,38.3,34,12,4.6,32,45.4812,8,-73.6636,0
2020-09-09 22:00:00,26.1,57,26,3.5,74,45.6047,93,-72.9502,0
2020-09-09 23:00:00,34.2,27,26,3.5,74,45.3947,67,-72.6373,0
2020-09-10 00:00:00,15.2,85,35,0.8,45,44.4814,98,-73.0045,0
2020-09-10 01:00:00,24.0,40,39,2.1,37,44.7508,15,-73.9199,0
2020-09-10 02:00:00,18.4,32,12,3.3,35,44.1947,90,-73.4114,0
2020-09-10 03:00:00,33.6,22,40,3.7,67,44.4783,41,-72.9599,0
2020-09-10 04:00:00,17.5,81,38,1.4,51,45.857,97,-73.1037,0
2020-09-10 05:00:00,32.3,49,17,1.3,40,45.5553,64,-72.7073,0
2020-09-10 06:00:00,27.3,40,40,4.3,65,45.4348,31,-72.9295,0
2020-09-10 07:00:00,19.9,12,9,4.2,65,45.1212,66,-73.1933,0
2020-09-10 08:00:00,24.5,12,38,4.1,78,44.0406,35,-72.2821,0
2020-09-10 09:00:00,23.1,36,23,0.2,42,45.8686,68,-72.148,0
2020-09-10 10:00:00,29.2,74,24,3.3,31,45.4919,24,-72.2212,0
2020-09-10 11:00:00,35.3,89,28,4.1,49,45.9244,56,-73.6211,0
2020-09-10 12:00:00,36.7,70,15,4.4,54,44.6585,53,-73.0776,0
2020-09-10 13:00:00,24.5,44,28,3.7,38,45.5337,23,-73.282,0
2020-09-10 14:00:00,30.7,31,32,3.6,76,44.1018,45,-73.9682,0
2020-09-10 15:00:00,30.0,62,36,4.8,34,45.741,16,-72.6526,0
2020-09-10 16:00:00,15.8,18,17,1.6,74,44.2532,90,-72.9485,0
2020-09-10 17:00:00,25.2,13,25,3.4,38,45.7332,1,-73.246,0
2020-09-10 18:00:00,29.2,79,29,0.3,68,45.0591,26,-72.8223,0
2020-09-10 19:00:00,16.4,27,7,3.8,66,44.3078,68,-73.2159,0
2020-09-10 20:00:00,19.1,57,39,0.8,49,45.2726,74,-72.0172,0
2020-09-10 21:00:00,25.6,19,19,2.8,73,45.3538,11,-73.5488,0
2020-09-10 22:00:00,22.2,85,21,3.8,38,44.9037,49,-73.3906,0
2020-09-10 23:00:00,24.6,51,4,1.3,78,45.4306,80,-72.2073,0
2020-09-11 00:00:00,37.1,35,19,3.5,78,45.1334,57,-72.1714,0
2020-09-11 01:00:00,30.9,35,27,0.4,53,45.7923,98,-72.7192,0
2020-09-11 02:00:00,21.0,20,13,2.7,68,44.8431,33,-73.5593,0
2020-09-11 03:00:00,39.2,43,31,1.9,63,44.7463,71,-73.2144,0
2020-09-11 04:00:00,25.0,37,19,2.4,37,44.6128,62,-72.1339,0
2020-09-11 05:00:00,35.8,40,36,0.3,61,44.3324,93,-72.711,high
2020-09-11 06:00:00,31.1,56,35,1.5,48,45.7856,54,-73.6105,0
2020-09-11 07:00:00,35.9,32,17,1.2,41,44.2741,57,-72.1537,0
2020-09-11 08:00:00,30.9,84,24,3.9,54,45.6911,61,-73.9097,0
2020-09-11 09:00:00,28.6,89,28,0.8,78,44.2479,25,-72.0157,0
2020-09-11 10:00:00,15.6,79,19,1.8,36,44.2384,34,-72.2801,0
2020-09-11 11:00:00,36.9,18,10,4.2,30,45.5344,39,-72.1891,0
2020-09-11 12:00:00,21.1,32,31,4.7,53,44.5665,43,-72.9501,0
2020-09-11 13:00:00,18.6,67,11,4.7,43,44.7042,93,-73.7177,0
2020-09-11 14:00:00,18.2,60,20,3.9,55,44.331,77,-73.8456,0
2020-09-11 15:00:00,24.0,49,36,4.0,36,44.2987,2,-73.0551,0
2020-09-11 16:00:00,25.2,29,40,4.6,69,44.1674,16,-73.904,0
2020-09-11 17:00:00,30.8,16,8,3.9,43,45.0369,13,-72.368,0
2020-09-11 18:00:00,21.3,76,35,2.3,73,44.0825,36,-73.33,0
2020-09-11 19:00:00,19.9,29,24,0.5,63,44.6786,43,-73.3315,0
2020-09-11 20:00:00,17.5,58,24,4.8,66,44.2311,92,-73.7051,0
2020-09-11 21:00:00,25.8,39,7,0.9,54,44.8041,84,-73.128,0
2020-09-11 22:00:00,15.6,69,15,3.2,50,45.3273,49,-73.5639,0
2020-09-11 23:00:00,26.4,89,0,4.4,65,45.0838,28,-73.3112,0
2020-09-12 00:00:00,21.0,67,24,1.6,31,44.2584,25,-72.4227,0
2020-09-12 01:00:00,26.4,24,23,1.4,32,45.5603,47,-72.9414,0
2020-09-12 02:00:00,34.0,16,22,4.4,58,45.1977,10,-73.7894,0
2020-09-12 03:00:00,22.7,18,1,2.8,42,45.6464,87,-73.9482,0
2020-09-12 04:00:00,40.0,66,3,1.8,73,44.85,19,-73.6879,0
2020-09-12 05:00:00,23.5,60,37,3.9,71,44.1414,18,-72.1552,0
2020-09-12 06:00:00,27.7,23,29,4.1,55,44.7155,84,-72.683,0
2020-09-12 07:00:00,31.7,68,20,3.1,37,45.8586,24,-73.6967,0
2020-09-12 08:00:00,27.4,28,40,1.7,48,44.9279,47,-73.0055,0
2020-09-12 09:00:00,29.5,89,8,1.6,68,44.9893,48,-73.291,0
2020-09-12 10:00:00,36.6,20,0,2.8,43,44.7798,67,-72.538,0
2020-09-12 11:00:00,31.4,79,10,1.4,31,44.9932,23,-73.601,0
2020-09-12 12:00:00,17.2,81,21,4.4,46,45.6378,31,-73.4888,0
2020-09-12 13:00:00,17.5,59,4,1.9,36,44.4248,92,-72.9055,0
2020-09-12 14:00:00,26.6,68,18,3.6,40,44.5492,90,-72.1363,0
2020-09-12 15:00:00,30.1,63,2,3.6,37,45.0638,74,-72.8825,0
2020-09-12 16:00:00,28.7,68,1,2.8,55,45.1631,40,-72.73,0
2020-09-12 17:00:00,18.8,14,31,3.9,37,44.2906,68,-73.1121,0
2020-09-12 18:00:00,38.5,81,21,1.5,73,44.7665,78,-72.4974,0
2020-09-12 19:00:00,27.0,69,36,2.1,32,45.8645,22,-73.2788,0
2020-09-12 20:00:00,35.7,30,33,3.5,67,45.1279,71,-73.2232,0
2020-09-12 21:00:00,17.8,35,28,4.9,60,45.0593,95,-72.2205,0
2020-09-12 22:00:00,35.9,72,38,3.1,54,44.4729,85,-72.9032,0
2020-09-12 23:00:00,31.4,23,4,1.3,56,45.237,73,-72.8748,0
2020-09-13 00:00:00,20.3,41,8,1.0,44,45.6607,81,-73.3082,0
2020-09-13 01:00:00,24.0,32,18,1.8,74,44.1409,40,-72.7599,0
2020-09-13 02:00:00,18.8,76,6,4.7,77,44.1775,12,-73.0845,0
2020-09-13 03:00:00,22.5,37,4,3.4,30,45.0323,76,-72.5422,0
2020-09-13 04:00:00,24.2,41,20,4.6,36,44.2561,23,-73.27,0
2020-09-13 05:00:00,16.1,23,5,4.9,77,44.4174,61,-72.1541,0
2020-09-13 06:00:00,36.9,80,2,2.6,74,45.7164,29,-72.775,0
2020-09-13 07:00:00,38.7,78,29,0.8,38,45.864,35,-73.6378,0
2020-09-13 08:00:00,35.2,35,30,1.2,50,44.5394,57,-73.4099,0
2020-09-13 09:00:00,27.1,24,13,3.1,65,45.1662,100,-72.9458,0
2020-09-13 10:00:00,33.7,84,7,1.6,44,45.2622,89,-73.9884,0
2020-09-13 11:00:00,36.3,39,33,2.3,44,45.7463,22,-72.2428,0
2020-09-13 12:00:00,26.9,44,33,4.7,45,45.0773,60,-73.4599,0
2020-09-13 13:00:00,22.8,32,36,1.9,79,45.5366,6,-73.3243,0
2020-09-13 14:00:00,15.6,88,6,0.7,32,45.563,17,-73.2201,0
2020-09-13 15:00:00,33.0,68,16,4.1,59,45.6555,61,-72.205,0
2020-09-13 16:00:00,19.6,61,32,3.9,59,44.5367,20,-73.1858,0
2020-09-13 17:00:00,19.2,40,2,1.9,46,45.4946,22,-72.2223,0
2020-09-13 18:00:00,34.4,50,10,4.1,59,44.034,65,-72.801,0
2020-09-13 19:00:00,15.1,57,21,1.4,31,45.2559,47,-72.8184,0
2020-09-13 20:00:00,38.8,65,9,0.7,44,45.7496,76,-72.9873,0
2020-09-13 21:00:00,22.0,76,8,0.6,38,45.9689,76,-72.0258,0
2020-09-13 22:00:00,39.4,22,15,2.3,59,45.257,97,-72.7452,0
2020-09-13 23:00:00,18.7,42,17,1.6,36,44.6725,70,-72.7003,0
2020-09-14 00:00:00,37.0,72,2,4.2,43,45.7601,88,-73.4909,0
2020-09-14 01:00:00,25.5,18,0,0.2,54,44.9797,27,-72.4503,0
2020-09-14 02:00:00,19.4,30,20,2.7,69,44.9002,1,-73.3247,0
2020-09-14 03:00:00,28.6,72,1,2.2,74,44.9984,43,-73.9509,0
2020-09-14 04:00:00,29.3,65,26,1.5,53,45.4704,85,-72.7435,0
2020-09-14 05:00:00,19.4,12,35,1.1,53,44.7596,7,-72.6867,0
2020-09-14 06:00:00,35.4,29,16,3.0,41,44.5698,47,-72.5215,0
2020-09-14 07:00:00,32.4,36,16,3.6,35,44.8802,14,-73.196,0
2020-09-14 08:00:00,38.8,87,15,0.2,64,44.6534,14,-72.0733,0
2020-09-14 09:00:00,29.3,28,5,2.8,69,44.1425,6,-73.3107,0
2020-09-14 10:00:00,21.0,57,35,1.2,36,45.5414,1,-73.512,0
2020-09-14 11:00:00,35.3,78,6,0.4,46,44.9455,1,-72.3511,0
2020-09-14 12:00:00,19.9,70,15,4.2,51,44.5386,47,-72.9552,0
2020-09-14 13:00:00,39.3,49,22,0.4,65,45.9831,75,-72.3562,0
2020-09-14 14:00:00,30.0,74,22,1.1,48,44.9431,39,-73.1205,0
2020-09-14 15:00:00,21.5,55,30,4.0,79,45.0029,48,-73.5754,0
2020-09-14 16:00:00,26.5,72,39,3.5,39,45.679,33,-72.65,0
2020-09-14 17:00:00,25.7,41,31,2.3,66,45.7956,88,-73.06,0
2020-09-14 18:00:00,24.4,14,29,4.1,42,44.9657,24,-72.9808,0
2020-09-14 19:00:00,26.4,56,21,3.8,73,45.6952,0,-73.2945,0
2020-09-14 20:00:00,30.7,50,33,2.0,54,45.9253,77,-73.9166,0
2020-09-14 21:00:00,30.6,28,17,1.9,56,44.4212,1,-72.9801,0
2020-09-14 22:00:00,16.6,34,5,1.9,30,45.9428,84,-73.1444,0
2020-09-14 23:00:00,15.8,63,29,0.9,52,44.9425,47,-73.1578,0
2020-09-15 00:00:00,20.0,30,10,0.6,79,44.7908,90,-73.3972,0
2020-09-15 01:00:00,37.9,21,25,0.9,30,44.3713,46,-73.0493,0
2020-09-15 02:00:00,28.1,36,21,1.3,51,45.3567,41,-72.6686,0
2020-09-15 03:00:00,25.5,13,16,2.9,74,44.2172,80,-73.9556,0
2020-09-15 04:00:00,38.6,53,24,1.1,58,45.8791,89,-73.6827,0
2020-09-15 05:00:00,28.0,32,12,2.0,69,45.0712,25,-72.8999,0
2020-09-15 06:00:00,37.7,20,24,3.1,64,45.9555,5,-73.9133,0
2020-09-15 07:00:00,36.5,69,9,0.1,61,45.9447,54,-72.6347,0
2020-09-15 08:00:00,22.0,74,19,0.5,78,45.4189,38,-73.6453,0
2020-09-15 09:00:00,16.4,83,34,2.9,70,45.3367,33,-72.2348,0
2020-09-15 10:00:00,38.5,26,23,3.2,33,45.0149,40,-72.0656,0
2020-09-15 11:00:00,38.2,83,26,0.9,35,45.9246,72,-73.3842,0
2020-09-15 12:00:00,15.2,54,37,0.5,65,44.5763,60,-72.34,0
2020-09-15 13:00:00,16.3,33,11,4.4,63,44.6237,43,-72.6936,0
2020-09-15 14:00:00,26.8,43,17,4.5,35,45.8777,1,-72.9388,0
2020-09-15 15:00:00,30.9,35,10,3.1,32,44.4356,0,-72.5887,0
2020-09-15 16:00:00,20.6,34,1,0.1,43,44.7114,33,-73.2813,0
2020-09-15 17:00:00,30.6,69,4,2.3,36,44.2274,87,-73.0045,0
2020-09-15 18:00:00,20.0,11,16,0.4,75,45.6866,43,-73.4044,0
2020-09-15 19:00:00,34.4,37,8,4.3,55,45.8219,23,-72.8718,0
2020-09-15 20:00:00,17.6,61,17,1.7,63,44.2177,30,-73.0882,0
2020-09-15 21:00:00,36.5,30,8,0.5,40,45.615,58,-73.7569,0
2020-09-15 22:00:00,18.8,17,25,4.8,33,45.1532,23,-72.8284,0
2020-09-15 23:00:00,39.8,68,40,4.3,76,44.6798,93,-72.6551,0
2020-09-16 00:00:00,36.0,52,17,3.7,77,45.8178,17,-72.2575,0
2020-09-16 01:00:00,21.5,16,5,2.0,53,44.5181,30,-73.9783,0
2020-09-16 02:00:00,27.0,57,30,4.7,35,45.4272,44,-72.8961,0
2020-09-16 03:00:00,18.8,28,3,4.7,43,44.8796,67,-73.4474,0
2020-09-16 04:00:00,28.7,73,28,1.2,36,45.2912,100,-73.8076,0
2020-09-16 05:00:00,23.3,47,23,0.9,57,45.6558,72,-72.6815,0
2020-09-16 06:00:00,29.2,44,4,4.6,43,45.3214,39,-72.5893,0
2020-09-16 07:00:00,32.9,74,32,1.1,71,44.2311,50,-72.4621,0
2020-09-16 08:00:00,31.4,29,2,0.6,48,45.56,79,-72.0884,0
2020-09-16 09:00:00,17.0,41,28,4.4,40,45.8123,52,-72.1158,0
2020-09-16 10:00:00,18.5,45,21,4.4,37,45.1693,98,-73.4586,0
2020-09-16 11:00:00,15.5,38,14,1.0,31,44.0721,33,-72.0295,0
2020-09-16 12:00:00,17.4,84,4,1.9,68,45.1441,97,-73.9195,0
2020-09-16 13:00:00,28.4,73,7,0.0,30,45.9429,25,-73.8367,0
2020-09-16 14:00:00,27.8,26,14,0.2,45,44.5501,68,-73.4224,0
2020-09-16 15:00:00,36.4,56,3,0.1,61,45.7045,68,-73.944,0
2020-09-16 16:00:00,39.5,61,7,2.7,44,45.045,30,-72.9753,0
2020-09-16 17:00:00,15.6,20,21,0.9,77,45.0406,85,-72.9624,0
2020-09-16 18:00:00,25.6,83,12,1.7,53,44.4762,10,-72.8947,0
2020-09-16 19:00:00,36.5,25,13,1.3,69,45.3987,89,-72.7298,0
2020-09-16 20:00:00,33.1,89,10,0.5,54,45.1169,48,-73.9034,0
2020-09-16 21:00:00,23.9,27,8,0.1,76,45.7326,19,-72.1093,0
2020-09-16 22:00:00,24.9,33,12,4.3,30,44.1295,18,-73.2568,0
2020-09-16 23:00:00,31.9,50,30,0.6,61,45.1695,3,-73.3665,0
2020-09-17 00:00:00,35.1,49,24,4.3,39,44.5406,34,-73.7197,0
2020-09-17 01:00:00,34.7,24,9,4.7,79,44.9739,9,-73.4062,0
2020-09-17 02:00:00,30.0,62,5,0.9,60,44.0564,25,-72.889,0
2020-09-17 03:00:00,18.6,51,15,3.5,32,45.0476,10,-73.1853,0
2020-09-17 04:00:00,23.5,30,24,3.2,48,45.7233,34,-72.7025,0
2020-09-17 05:00:00,34.9,55,15,4.2,38,44.9334,20,-73.7391,0
2020-09-17 06:00:00,26.5,44,36,2.7,69,44.9598,40,-72.9655,0
2020-09-17 07:00:00,35.2,28,39,0.9,80,45.0592,17,-72.7553,0
2020-09-17 08:00:00,31.3,77,13,3.9,55,44.4249,98,-72.3107,0
2020-09-17 09:00:00,39.1,58,3,2.5,46,44.5162,38,-72.1544,0
2020-09-17 10:00:00,28.6,54,0,3.8,68,44.3374,58,-73.4137,0
2020-09-17 11:00:00,19.9,77,22,4.8,56,45.4547,19,-73.3511,0
2020-09-17 12:00:00,39.0,40,2,1.7,50,44.3998,96,-72.7146,0
2020-09-17 13:00:00,16.7,67,0,0.1,39,44.7303,10,-73.921,0
2020-09-17 14:00:00,15.4,89,40,2.3,53,44.2431,9,-72.026,0
2020-09-17 15:00:00,30.1,30,17,3.6,70,44.6457,23,-72.5117,0
2020-09-17 16:00:00,23.0,52,1,2.8,41,45.1905,79,-73.6154,0
2020-09-17 17:00:00,34.4,17,12,2.9,40,44.3482,69,-72.6902,0
2020-09-17 18:00:00,37.8,16,5,1.1,45,44.5862,61,-73.1693,0
2020-09-17 19:00:00,25.8,36,12,3.3,30,44.1385,43,-73.0686,0
2020-09-17 20:00:00,23.8,36,3,0.9,34,44.5488,79,-72.7963,0
2020-09-17 21:00:00,37.4,19,17,2.8,34,44.4891,88,-72.8754,0
2020-09-17 22:00:00,16.5,41,39,2.5,56,45.8055,32,-72.9707,0
2020-09-17 23:00:00,28.1,13,10,3.3,45,45.4102,11,-73.9068,0
2020-09-18 00:00:00,27.2,20,11,2.7,76,44.889,31,-73.6089,0
2020-09-18 01:00:00,37.9,32,25,3.6,71,44.1777,42,-73.4285,0
2020-09-18 02:00:00,30.6,85,36,0.2,80,44.8379,53,-73.2414,0
2020-09-18 03:00:00,31.8,24,2,0.8,67,45.2433,68,-73.1556,0
2020-09-18 04:00:00,23.5,69,4,0.3,61,45.279,48,-72.1603,0
2020-09-18 05:00:00,25.4,62,3,3.6,33,44.4752,56,-72.7091,0
2020-09-18 06:00:00,26.2,52,25,2.2,36,45.0491,93,-72.1954,0
2020-09-18 07:00:00,28.9,31,32,2.4,50,45.3742,19,-73.4364,0
2020-09-18 08:00:00,34.7,52,15,0.2,46,44.3,4,-73.4036,0
2020-09-18 09:00:00,18.6,79,31,2.3,59,44.6972,93,-73.4013,0
2020-09-18 10:00:00,15.8,76,39,3.2,71,45.5579,22,-72.3794,0
2020-09-18 11:00:00,33.8,55,0,1.2,53,44.6832,36,-72.531,0
2020-09-18 12:00:00,34.7,42,4,1.6,71,44.8666,35,-73.9443,0
2020-09-18 13:00:00,30.9,72,17,4.0,65,45.9318,20,-72.2979,0
2020-09-18 14:00:00,15.9,28,18,4.2,48,44.705,27,-73.3825,0
2020-09-18 15:00:00,18.5,62,22,1.5,57,45.3137,57,-73.3916,0
2020-09-18 16:00:00,22.5,18,1,4.4,70,45.3955,5,-72.0758,0
2020-09-18 17:00:00,38.8,82,36,0.4,39,44.3688,47,-73.3653,0
2020-09-18 18:00:00,22.1,62,28,3.8,50,44.0715,100,-73.208,0
2020-09-18 19:00:00,32.0,23,3,4.3,67,45.7411,18,-73.2923,0
2020-09-18 20:00:00,16.0,71,20,0.3,64,44.5461,13,-73.5254,0
2020-09-18 21:00:00,23.4,90,9,1.4,71,44.615,9,-72.571,0
2020-09-18 22:00:00,34.7,37,9,1.8,80,45.6859,31,-73.2609,0
2020-09-18 23:00:00,35.1,39,27,2.2,60,44.3514,88,-73.9116,0
2020-09-19 00:00:00,37.8,38,22,2.6,39,44.8336,87,-72.026,0
2020-09-19 01:00:00,39.6,75,24,0.3,72,44.6417,62,-72.6561,0
2020-09-19 02:00:00,23.4,40,34,0.2,77,44.262,27,-73.7019,0
2020-09-19 03:00:00,23.8,24,2,4.2,56,45.3897,57,-72.2565,0
2020-09-19 04:00:00,25.7,36,36,2.8,62,45.9057,10,-73.5183,0
2020-09-19 05:00:00,33.3,62,26,1.3,49,44.2643,13,-72.7328,0
2020-09-19 06:00:00,31.6,27,12,4.0,65,44.5213,38,-73.6231,0
2020-09-19 07:00:00,19.2,67,16,4.5,35,45.7159,38,-73.9846,0
2020-09-19 08:00:00,27.2,18,24,2.8,55,45.7978,78,-72.1691,0
2020-09-19 09:00:00,36.1,24,1,2.2,62,44.2112,70,-73.2258,0
2020-09-19 10:00:00,36.8,76,40,0.5,80,44.9011,86,-73.8839,0
2020-09-19 11:00:00,28.4,86,10,1.2,73,45.66,16,-73.7767,0
2020-09-19 12:00:00,25.8,29,4,3.5,44,45.0595,42,-73.5012,0
2020-09-19 13:00:00,28.9,33,36,0.9,77,44.6374,6,-72.2516,0
2020-09-19 14:00:00,19.9,35,9,2.6,63,44.4871,13,-73.9716,0
2020-09-19 15:00:00,33.1,79,39,1.8,67,44.9322,41,-72.3221,0
2020-09-19 16:00:00,32.4,79,11,1.1,57,44.1487,23,-73.4931,0
2020-09-19 17:00:00,25.4,62,29,1.9,74,45.2538,19,-72.9459,0
2020-09-19 18:00:00,28.8,50,10,0.4,38,45.1701,64,-72.9475,0
2020-09-19 19:00:00,40.0,14,11,0.5,52,45.0709,92,-72.1406,0
2020-09-19 20:00:00,25.4,89,28,1.0,73,45.9691,21,-72.8155,0
2020-09-19 21:00:00,26.2,34,25,0.1,78,44.4345,49,-72.981,0
2020-09-19 22:00:00,19.9,54,32,4.0,71,44.8526,63,-72.3374,0
2020-09-19 23:00:00,37.7,75,8,2.5,58,44.3135,77,-73.5561,0
2020-09-20 00:00:00,39.9,66,22,3.0,67,44.0818,80,-73.3534,0
2020-09-20 01:00:00,22.9,68,7,3.8,57,45.1326,34,-72.9835,0
2020-09-20 02:00:00,27.6,47,32,3.2,71,45.834,43,-73.5755,0
2020-09-20 03:00:00,35.4,58,25,3.4,66,44.0192,42,-73.0997,0
2020-09-20 04:00:00,16.1,22,12,0.9,67,45.7986,31,-72.664,0
2020-09-20 05:00:00,17.1,54,15,2.1,38,45.2197,31,-72.9567,0
2020-09-20 06:00:00,18.7,63,1,1.2,48,45.6352,97,-73.1354,0
2020-09-20 07:00:00,35.9,24,19,4.3,44,45.3859,8,-72.4892,0
2020-09-20 08:00:00,25.0,18,6,0.2,77,44.5572,43,-72.4084,0
2020-09-20 09:00:00,30.4,16,20,3.6,45,44.9944,25,-73.7629,0
2020-09-20 10:00:00,39.3,66,30,5.0,50,45.4936,43,-72.3596,0
2020-09-20 11:00:00,25.1,18,3,1.5,30,45.8226,37,-72.1553,0
2020-09-20 12:00:00,20.7,10,17,2.3,43,45.0143,60,-73.086,0
2020-09-20 13:00:00,26.0,58,39,2.4,79,45.1998,35,-73.5319,0
2020-09-20 14:00:00,20.2,41,13,2.2,70,44.1811,9,-72.1861,0
2020-09-20 15:00:00,36.3,14,7,3.6,50,44.4748,96,-72.7417,0
2020-09-20 16:00:00,34.2,82,33,0.4,64,45.2933,15,-73.8116,0
2020-09-20 17:00:00,21.6,41,0,1.0,68,44.1219,72,-73.1338,0
2020-09-20 18:00:00,16.6,69,9,0.6,30,45.9049,15,-73.8018,0
2020-09-20 19:00:00,17.5,15,7,1.8,51,45.7232,66,-73.1095,0
2020-09-20 20:00:00,37.6,47,4,0.7,59,44.3858,61,-73.5297,0
2020-09-20 21:00:00,31.6,78,23,3.8,74,44.5143,60,-72.8391,0
2020-09-20 22:00:00,19.1,23,26,1.1,42,45.3716,54,-72.4501,0
2020-09-20 23:00:00,21.1,31,4,4.5,79,45.724,7,-72.5846,0
2020-09-21 00:00:00,37.1,55,38,3.0,73,45.7904,33,-73.4736,0
2020-09-21 01:00:00,33.2,65,12,4.0,47,45.6887,98,-72.3957,0
2020-09-21 02:00:00,18.1,30,13,1.4,36,45.4815,87,-73.3756,0
2020-09-21 03:00:00,23.6,73,9,2.2,40,45.8442,0,-72.6189,0
2020-09-21 04:00:00,35.9,38,33,4.5,75,44.3989,21,-72.9139,0
2020-09-21 05:00:00,33.0,20,38,1.1,68,45.957,76,-73.691,low
2020-09-21 06:00:00,30.2,77,0,0.0,47,44.0839,14,-73.3596,0
2020-09-21 07:00:00,23.0,82,27,2.1,47,44.7044,91,-72.6205,0
2020-09-21 08:00:00,26.4,37,35,1.6,71,45.143,79,-73.1838,0
2020-09-21 09:00:00,22.9,14,19,3.5,46,45.8405,33,-72.529,0
2020-09-21 10:00:00,15.8,24,0,0.1,45,45.7739,5,-73.6871,0
2020-09-21 11:00:00,30.6,15,25,3.6,71,44.0203,90,-73.1515,0
2020-09-21 12:00:00,34.5,79,37,4.5,58,45.3464,100,-73.3652,0
2020-09-21 13:00:00,17.0,52,4,0.9,68,44.5271,77,-72.6999,0
2020-09-21 14:00:00,33.4,90,21,2.6,33,44.8789,32,-73.8392,0
2020-09-21 15:00:00,16.2,20,4,1.4,61,44.2401,96,-73.5791,0
2020-09-21 16:00:00,22.6,22,36,0.3,75,44.8275,39,-72.754,0
2020-09-21 17:00:00,30.9,69,11,3.5,78,44.9994,1,-73.7402,0
2020-09-21 18:00:00,17.7,17,30,0.5,34,44.436,69,-72.9975,0
2020-09-21 19:00:00,18.6,88,11,2.1,39,45.2602,14,-73.6133,0
2020-09-21 20:00:00,16.0,13,23,1.1,61,45.5798,49,-72.5945,0
2020-09-21 21:00:00,24.2,49,9,1.1,30,45.5364,25,-72.1011,0
2020-09-21 22:00:00,17.2,12,0,1.0,71,44.3651,37,-73.3608,0
2020-09-21 23:00:00,36.2,90,21,5.0,37,45.0939,93,-73.4918,0
2020-09-22 00:00:00,20.7,69,2,0.4,59,45.6271,40,-72.0511,0
2020-09-22 01:00:00,37.9,21,36,3.5,62,45.7553,52,-72.0058,0
2020-09-22 02:00:00,22.9,32,29,2.2,65,44.3646,39,-72.4209,0
2020-09-22 03:00:00,34.3,24,9,3.5,56,45.2143,84,-73.4053,0
2020-09-22 04:00:00,35.7,22,37,0.9,58,44.9552,4,-72.8781,0
2020-09-22 05:00:00,33.3,10,35,2.6,34,45.0384,41,-72.9755,0
2020-09-22 06:00:00,35.2,57,7,3.8,74,45.3127,15,-73.1621,0
2020-09-22 07:00:00,27.4,40,12,4.8,48,45.345,9,-73.9289,0
2020-09-22 08:00:00,36.3,47,3,0.2,53,45.8696,83,-72.6258,0
2020-09-22 09:00:00,19.0,82,20,4.7,79,44.9076,1,-73.9348,0
2020-09-22 10:00:00,30.8,90,28,3.7,56,44.8107,30,-73.4016,0
2020-09-22 11:00:00,25.0,65,24,1.8,78,44.1106,100,-73.9583,0
2020-09-22 12:00:00,19.6,11,0,1.5,32,44.9121,54,-72.9361,0
2020-09-22 13:00:00,16.9,49,32,4.4,58,45.8315,42,-73.6661,0
2020-09-22 14:00:00,39.2,59,21,0.5,63,45.6056,45,-73.0297,0
2020-09-22 15:00:00,27.1,68,16,4.2,66,44.9189,12,-72.1959,0
2020-09-22 16:00:00,28.2,41,39,2.8,69,44.8812,7,-72.941,0
2020-09-22 17:00:00,21.4,88,26,4.5,68,44.4702,71,-72.2328,0
2020-09-22 18:00:00,19.5,39,5,3.3,54,44.6374,45,-73.1008,0
2020-09-22 19:00:00,20.9,35,36,0.9,71,45.8862,29,-72.2862,0
2020-09-22 20:00:00,36.5,29,23,1.4,63,44.6893,95,-73.7554,0
2020-09-22 21:00:00,15.9,87,23,0.0,33,44.715,26,-73.6274,0
2020-09-22 22:00:00,23.5,87,6,1.3,36,45.9787,26,-73.5575,0
2020-09-22 23:00:00,38.9,22,34,0.2,64,45.2932,97,-72.9721,low
2020-09-23 00:00:00,25.9,67,39,1.9,43,44.0479,37,-73.1911,0
2020-09-23 01:00:00,31.6,12,36,2.7,66,44.3402,56,-72.9452,0
2020-09-23 02:00:00,34.0,68,28,0.8,61,45.1606,67,-72.171,0
2020-09-23 03:00:00,27.9,22,39,2.5,56,44.3347,35,-73.4764,0
2020-09-23 04:00:00,21.1,41,21,1.6,76,45.8577,54,-73.6078,0
2020-09-23 05:00:00,19.2,55,26,2.8,36,45.3985,21,-72.4182,0
2020-09-23 06:00:00,35.6,37,30,2.6,42,45.2983,37,-73.5547,0
