timestamp,temperature,humidity,wind_speed,precipitation,vegetation_index,human_activity_index,latitude,longitude
2020-06-19 10:00:00,17.6,30,36,1.4,65,37,44.5421,-73.6371
2020-06-19 11:00:00,39.2,56,6,2.7,54,26,45.522,-72.6772
2020-06-19 12:00:00,20.3,83,0,4.0,64,64,44.7611,-72.3922
2020-06-19 13:00:00,33.4,53,21,1.4,78,20,44.6032,-73.8721
2020-06-19 14:00:00,36.0,29,17,3.1,68,14,45.2633,-73.3534
2020-06-19 15:00:00,30.4,70,33,2.2,73,83,45.9333,-73.7936
2020-06-19 16:00:00,35.3,81,6,3.9,34,53,45.5814,-73.7444
2020-06-19 17:00:00,35.3,66,38,4.8,32,88,45.832,-72.1215
2020-06-19 18:00:00,32.8,20,6,0.8,52,22,45.5458,-73.6455
2020-06-19 19:00:00,30.0,65,6,4.4,62,20,44.6431,-72.9534
2020-06-19 20:00:00,37.6,83,26,1.2,55,0,44.3567,-72.4179
2020-06-19 21:00:00,24.8,46,14,3.4,69,24,44.4512,-72.5231
2020-06-19 22:00:00,35.2,66,5,1.9,31,55,44.4846,-73.045
2020-06-19 23:00:00,19.5,84,5,0.9,77,4,44.8209,-72.2017
2020-06-20 00:00:00,24.8,21,2,3.3,76,15,45.5699,-72.1556
2020-06-20 01:00:00,38.0,75,38,0.1,65,44,45.3344,-72.5839
2020-06-20 02:00:00,24.1,87,16,4.8,71,35,45.169,-72.865
2020-06-20 03:00:00,35.9,73,29,1.2,79,58,45.9136,-73.8973
2020-06-20 04:00:00,34.5,70,24,2.0,34,62,44.5783,-72.8569
2020-06-20 05:00:00,32.1,62,10,3.4,37,83,45.6948,-73.985
2020-06-20 06:00:00,16.8,36,32,4.7,53,48,45.7252,-73.8107
2020-06-20 07:00:00,19.2,49,24,3.7,41,29,45.1468,-73.2126
2020-06-20 08:00:00,36.0,10,24,2.3,30,54,45.8915,-72.2685
2020-06-20 09:00:00,18.9,81,19,3.6,40,59,45.7146,-72.906
2020-06-20 10:00:00,23.7,78,24,5.0,61,54,45.9404,-73.4505
2020-06-20 11:00:00,20.5,23,28,1.6,51,47,44.9638,-73.8115
2020-06-20 12:00:00,32.7,12,39,4.2,67,23,44.5406,-73.8125
2020-06-20 13:00:00,19.7,76,28,2.5,69,28,44.2591,-72.5486
2020-06-20 14:00:00,36.1,86,1,3.8,65,36,45.5287,-72.112
2020-06-20 15:00:00,30.1,29,24,1.0,70,4,44.7779,-72.3729
2020-06-20 16:00:00,38.5,59,25,4.1,67,20,45.7816,-72.738
2020-06-20 17:00:00,15.0,58,20,4.7,32,17,44.5742,-72.3695
2020-06-20 18:00:00,38.1,64,1,4.7,53,1,45.2211,-73.045
2020-06-20 19:00:00,24.4,35,36,0.2,39,32,44.6087,-73.2527
2020-06-20 20:00:00,22.7,69,28,0.6,39,82,45.42,-72.007
2020-06-20 21:00:00,33.9,89,21,2.1,37,0,44.7177,-73.1892
2020-06-20 22:00:00,24.7,45,31,1.3,45,24,45.4498,-72.7616
2020-06-20 23:00:00,29.5,42,24,1.8,53,98,44.0474,-72.2814
2020-06-21 00:00:00,16.9,79,18,3.1,32,18,44.0516,-72.8859
2020-06-21 01:00:00,25.2,28,5,0.3,51,73,44.625,-72.3923
2020-06-21 02:00:00,34.7,27,37,0.8,46,55,45.5052,-72.0362
2020-06-21 03:00:00,33.7,34,10,4.1,35,6,45.4814,-73.4155
2020-06-21 04:00:00,15.9,88,15,1.3,34,77,44.0306,-73.352
2020-06-21 05:00:00,31.6,85,27,3.1,30,56,44.0921,-72.1116
2020-06-21 06:00:00,36.5,12,12,1.2,38,18,45.95,-72.2558
2020-06-21 07:00:00,29.0,44,33,4.6,56,7,44.7703,-72.7667
2020-06-21 08:00:00,22.0,57,8,4.0,57,58,44.9078,-72.8987
2020-06-21 09:00:00,29.3,41,34,0.0,41,1,45.681,-73.2263
2020-06-21 10:00:00,39.8,44,15,3.8,43,50,45.5605,-72.0608
2020-06-21 11:00:00,16.1,25,15,1.0,46,91,45.6721,-72.6294
2020-06-21 12:00:00,18.2,46,26,2.0,66,76,45.1766,-72.5787
2020-06-21 13:00:00,38.6,10,26,1.2,45,33,44.4372,-73.9859
2020-06-21 14:00:00,27.6,29,2,3.7,42,58,45.9125,-72.3015
2020-06-21 15:00:00,18.1,50,9,0.1,35,32,45.8949,-73.0442
2020-06-21 16:00:00,37.6,52,18,4.2,40,78,45.3487,-72.2046
2020-06-21 17:00:00,32.9,46,5,4.5,48,56,45.8586,-72.2795
2020-06-21 18:00:00,22.6,72,16,0.3,77,24,45.4429,-72.4026
2020-06-21 19:00:00,36.4,55,18,3.8,43,79,45.0981,-72.6683
2020-06-21 20:00:00,31.2,77,23,3.6,76,66,45.1367,-72.7768
2020-06-21 21:00:00,22.4,82,12,3.9,68,40,45.3637,-72.9809
2020-06-21 22:00:00,17.3,49,31,3.2,30,95,44.4091,-73.7921
2020-06-21 23:00:00,37.9,65,14,2.9,64,80,45.872,-73.4696
2020-06-22 00:00:00,25.0,29,22,3.6,78,40,44.8353,-73.4797
2020-06-22 01:00:00,33.4,42,32,1.8,70,66,45.1321,-73.051
2020-06-22 02:00:00,24.0,70,1,3.3,67,97,45.5402,-73.3681
2020-06-22 03:00:00,21.8,16,9,3.5,65,76,45.7241,-72.5265
2020-06-22 04:00:00,17.0,16,29,4.0,76,31,45.2057,-72.704
2020-06-22 05:00:00,24.1,46,36,0.1,55,87,44.4695,-73.1157
2020-06-22 06:00:00,38.9,54,31,0.9,63,91,44.9205,-73.8121
2020-06-22 07:00:00,40.0,64,39,1.5,70,91,44.2969,-72.8927
2020-06-22 08:00:00,28.9,67,24,4.2,67,87,44.1351,-72.1314
2020-06-22 09:00:00,37.7,16,5,4.7,51,33,45.2745,-72.4461
2020-06-22 10:00:00,31.6,45,13,1.0,53,91,45.8566,-72.6724
2020-06-22 11:00:00,30.6,77,21,3.7,71,42,44.9699,-73.0163
2020-06-22 12:00:00,30.7,12,29,1.3,58,65,44.0462,-73.0421
2020-06-22 13:00:00,22.9,56,14,3.1,47,33,45.321,-72.2191
2020-06-22 14:00:00,29.8,76,16,2.0,46,45,45.5044,-72.238
2020-06-22 15:00:00,18.2,86,36,0.7,72,97,44.702,-72.932
2020-06-22 16:00:00,18.7,53,39,4.7,60,10,45.0371,-73.2906
2020-06-22 17:00:00,15.8,28,28,3.4,70,9,44.2789,-72.0688
2020-06-22 18:00:00,15.1,39,39,2.4,63,48,44.7134,-72.0874
2020-06-22 19:00:00,17.3,64,31,4.7,56,11,45.5028,-72.8653
2020-06-22 20:00:00,21.7,25,35,1.0,57,98,44.2105,-72.8068
2020-06-22 21:00:00,35.4,80,35,3.8,80,88,45.1285,-72.747
2020-06-22 22:00:00,23.4,38,16,3.4,68,17,44.5488,-73.2982
2020-06-22 23:00:00,16.3,10,11,4.9,53,76,45.9738,-72.469
2020-06-23 00:00:00,25.8,41,11,1.0,46,63,44.0703,-72.189
2020-06-23 01:00:00,25.4,60,19,4.6,70,55,44.7376,-73.4246
2020-06-23 02:00:00,17.0,22,30,2.9,72,91,44.3722,-73.3543
2020-06-23 03:00:00,16.6,42,0,4.9,54,74,44.4565,-73.527
2020-06-23 04:00:00,23.0,19,32,0.3,63,96,45.0675,-73.937
2020-06-23 05:00:00,29.0,86,4,0.9,70,27,44.6689,-73.4032
2020-06-23 06:00:00,32.5,67,24,1.5,47,15,45.6768,-72.4139
2020-06-23 07:00:00,16.1,70,5,0.4,40,25,44.0345,-72.1079
2020-06-23 08:00:00,37.6,46,5,1.4,53,75,44.0737,-73.6145
2020-06-23 09:00:00,24.4,16,40,3.8,70,46,44.5501,-72.4648
2020-06-23 10:00:00,17.3,82,30,2.1,56,61,44.0684,-73.5155
2020-06-23 11:00:00,31.0,17,40,2.3,80,44,44.832,-73.6959
2020-06-23 12:00:00,19.2,14,19,3.3,38,25,44.3052,-73.5816
2020-06-23 13:00:00,30.0,65,21,2.1,65,100,45.7663,-72.188
2020-06-23 14:00:00,24.2,66,4,1.1,54,31,44.5753,-72.7158
2020-06-23 15:00:00,32.1,36,31,2.8,47,9,44.2343,-72.6779
2020-06-23 16:00:00,18.6,38,4,0.5,51,38,44.6501,-73.9683
2020-06-23 17:00:00,15.3,30,2,4.6,34,7,44.5443,-72.7499
2020-06-23 18:00:00,30.3,76,20,2.7,33,0,44.9178,-72.2231
2020-06-23 19:00:00,39.0,87,17,3.8,58,85,45.488,-73.6501
2020-06-23 20:00:00,30.6,22,18,3.3,59,38,44.4602,-73.8926
2020-06-23 21:00:00,15.4,45,19,1.0,60,92,45.747,-72.5542
2020-06-23 22:00:00,23.7,38,11,1.7,51,68,44.7451,-72.1447
2020-06-23 23:00:00,39.1,90,40,4.5,35,81,45.4263,-73.1802
2020-06-24 00:00:00,38.9,50,12,2.9,45,30,44.0215,-72.1577
2020-06-24 01:00:00,34.5,13,10,1.3,77,74,45.7976,-73.1145
2020-06-24 02:00:00,39.9,86,4,0.1,66,94,44.5724,-73.4165
2020-06-24 03:00:00,25.8,33,28,1.4,42,95,44.028,-73.4469
2020-06-24 04:00:00,23.2,74,30,0.1,41,37,44.5246,-73.8252
2020-06-24 05:00:00,25.0,58,15,0.4,30,44,45.7539,-72.9257
2020-06-24 06:00:00,31.7,19,30,1.9,33,96,44.0419,-73.9582
2020-06-24 07:00:00,37.3,17,20,3.3,76,44,45.9015,-72.7234
2020-06-24 08:00:00,26.0,36,12,2.9,60,45,44.0358,-73.037
2020-06-24 09:00:00,21.3,50,14,2.8,58,27,44.537,-73.5396
2020-06-24 10:00:00,15.4,41,17,2.9,68,71,44.1127,-72.6807
2020-06-24 11:00:00,32.3,73,29,1.5,53,22,45.425,-73.2336
2020-06-24 12:00:00,16.4,18,4,2.1,70,57,45.0379,-73.5636
2020-06-24 13:00:00,16.5,60,3,3.7,71,71,45.9208,-73.4176
2020-06-24 14:00:00,28.8,69,4,3.0,42,33,44.7918,-73.4501
2020-06-24 15:00:00,36.4,72,30,2.0,72,76,45.4283,-72.3884
2020-06-24 16:00:00,30.1,35,38,1.0,40,66,45.9265,-72.4506
2020-06-24 17:00:00,37.4,62,40,2.0,32,63,44.4404,-72.9857
2020-06-24 18:00:00,21.5,85,1,3.5,71,96,44.5532,-72.2918
2020-06-24 19:00:00,25.6,33,4,2.0,32,97,44.1692,-72.3521
2020-06-24 20:00:00,35.1,72,6,0.2,43,21,44.1769,-73.3388
2020-06-24 21:00:00,39.4,90,38,4.3,36,79,44.6541,-73.4663
2020-06-24 22:00:00,28.9,89,24,5.0,75,67,45.0272,-72.5381
2020-06-24 23:00:00,35.8,23,17,4.1,50,74,44.6213,-73.8903
2020-06-25 00:00:00,39.4,19,24,0.5,34,58,45.7948,-72.8543
2020-06-25 01:00:00,34.2,79,15,3.4,79,64,44.6678,-73.4937
2020-06-25 02:00:00,36.7,54,7,3.6,72,62,45.0231,-72.0137
2020-06-25 03:00:00,15.1,41,12,2.3,68,68,45.9004,-72.4796
2020-06-25 04:00:00,20.3,43,3,2.6,58,9,45.3043,-72.3199
2020-06-25 05:00:00,21.4,82,4,0.7,80,74,45.7173,-72.6861
2020-06-25 06:00:00,29.3,63,2,0.4,64,45,45.2214,-72.8682
2020-06-25 07:00:00,26.1,51,21,2.9,72,4,45.9406,-72.997
2020-06-25 08:00:00,30.7,29,8,2.9,63,29,45.0029,-73.96
2020-06-25 09:00:00,29.5,76,29,0.3,80,44,45.9225,-72.3961
2020-06-25 10:00:00,22.4,90,15,4.5,51,13,44.3691,-73.8281
2020-06-25 11:00:00,19.6,38,2,2.9,65,19,44.9101,-73.4566
2020-06-25 12:00:00,18.9,28,16,3.0,78,91,45.9731,-72.9717
2020-06-25 13:00:00,19.0,49,27,4.8,67,67,44.6651,-72.6742
2020-06-25 14:00:00,19.9,33,9,0.2,62,99,44.2291,-72.1382
2020-06-25 15:00:00,27.5,60,4,3.7,56,48,45.9079,-72.1311
2020-06-25 16:00:00,23.2,40,8,0.9,48,56,45.0802,-72.2446
2020-06-25 17:00:00,30.4,23,1,1.1,59,56,45.082,-73.5098
2020-06-25 18:00:00,18.6,51,0,0.7,34,25,45.27,-73.6827
2020-06-25 19:00:00,15.7,15,17,3.8,44,21,45.7752,-73.4116
2020-06-25 20:00:00,33.8,24,9,0.1,74,1,45.855,-72.2429
2020-06-25 21:00:00,20.8,54,13,2.5,30,97,45.094,-72.9753
2020-06-25 22:00:00,33.1,30,31,2.7,55,32,45.4032,-72.3284
2020-06-25 23:00:00,29.7,54,30,3.6,30,6,45.012,-73.8172
2020-06-26 00:00:00,36.6,25,37,1.2,41,98,44.3211,-73.856
2020-06-26 01:00:00,20.1,69,15,0.6,56,67,44.2765,-73.9467
2020-06-26 02:00:00,24.3,57,18,3.9,51,80,44.4856,-73.6425
2020-06-26 03:00:00,18.2,89,8,3.0,38,82,44.6241,-73.9121
2020-06-26 04:00:00,21.1,46,12,2.8,51,6,44.7293,-73.0762
2020-06-26 05:00:00,18.6,20,33,1.3,62,32,44.6878,-72.8761
2020-06-26 06:00:00,27.8,67,14,0.7,31,14,44.0664,-73.9842
2020-06-26 07:00:00,38.3,14,25,3.0,45,4,44.243,-72.8629
2020-06-26 08:00:00,35.9,87,20,4.4,39,21,44.7053,-73.342
2020-06-26 09:00:00,26.8,37,22,3.5,52,71,44.1858,-73.1992
2020-06-26 10:00:00,27.5,72,31,3.8,64,44,45.405,-72.0655
2020-06-26 11:00:00,24.2,45,7,4.8,43,59,45.7825,-73.6832
2020-06-26 12:00:00,23.2,46,8,3.9,44,76,44.4991,-72.6776
2020-06-26 13:00:00,17.5,12,11,2.6,35,17,45.7314,-72.7731
2020-06-26 14:00:00,21.0,71,20,4.1,62,22,44.7107,-72.6635
2020-06-26 15:00:00,23.7,12,36,1.5,69,10,45.3519,-73.9967
2020-06-26 16:00:00,35.2,77,30,1.0,60,66,44.8156,-72.2788
2020-06-26 17:00:00,34.1,89,22,0.8,50,87,44.5223,-72.4605
2020-06-26 18:00:00,15.1,65,26,3.2,78,26,44.2116,-73.8889
2020-06-26 19:00:00,27.6,40,35,4.4,65,39,45.7021,-73.5306
2020-06-26 20:00:00,24.7,15,38,4.8,78,61,44.8431,-72.2448
2020-06-26 21:00:00,28.5,87,3,0.7,41,55,45.298,-72.0427
2020-06-26 22:00:00,33.5,80,35,3.9,74,73,45.7409,-73.7718
2020-06-26 23:00:00,40.0,10,6,2.5,63,78,45.2288,-72.2835
2020-06-27 00:00:00,38.6,10,25,2.0,77,92,44.4784,-73.0622
2020-06-27 01:00:00,20.9,83,1,1.4,65,86,45.5366,-73.44
2020-06-27 02:00:00,21.8,68,23,2.1,69,93,45.4449,-73.5333
2020-06-27 03:00:00,20.1,53,25,1.9,33,25,45.3984,-73.3641
2020-06-27 04:00:00,25.9,32,36,3.3,65,51,45.5739,-72.3377
2020-06-27 05:00:00,32.4,26,16,0.6,43,0,45.2776,-73.4869
2020-06-27 06:00:00,23.4,20,38,3.4,38,70,45.5569,-73.1778
2020-06-27 07:00:00,17.1,72,34,4.7,43,15,45.1018,-73.2732
2020-06-27 08:00:00,36.1,60,20,1.0,69,8,44.273,-72.9814
2020-06-27 09:00:00,15.9,75,10,4.1,76,29,44.0481,-72.5501
2020-06-27 10:00:00,24.2,38,23,1.3,72,50,44.4451,-73.4594
2020-06-27 11:00:00,19.4,46,36,3.9,74,96,45.6055,-73.5238
2020-06-27 12:00:00,33.5,27,3,2.4,31,28,44.7561,-72.4609
2020-06-27 13:00:00,38.1,22,13,0.8,60,63,45.6265,-73.8977
2020-06-27 14:00:00,21.5,49,0,1.8,72,83,45.7749,-73.8758
2020-06-27 15:00:00,21.9,55,4,3.5,75,30,45.8122,-73.8554
2020-06-27 16:00:00,19.9,35,23,0.1,51,48,44.0557,-72.0873
2020-06-27 17:00:00,20.1,32,21,4.4,51,51,45.412,-72.7048
2020-06-27 18:00:00,37.4,89,24,3.4,60,8,44.3021,-73.5986
2020-06-27 19:00:00,18.8,60,27,1.6,78,78,44.8885,-72.6358
2020-06-27 20:00:00,27.7,16,12,3.3,61,12,45.174,-73.8161
2020-06-27 21:00:00,15.7,38,29,1.5,74,55,45.3812,-72.8931
2020-06-27 22:00:00,38.3,30,10,3.9,71,17,44.7542,-73.8534
2020-06-27 23:00:00,17.4,59,26,3.8,78,15,45.3916,-72.9845
2020-06-28 00:00:00,21.2,39,30,4.5,41,13,45.76,-73.4872
2020-06-28 01:00:00,30.3,89,7,1.9,43,70,44.6799,-72.6675
2020-06-28 02:00:00,30.3,65,38,1.1,36,0,45.7878,-73.7127
2020-06-28 03:00:00,31.0,74,10,2.3,63,91,45.9041,-72.7699
2020-06-28 04:00:00,24.9,59,8,4.0,32,27,45.9285,-73.4148
2020-06-28 05:00:00,37.9,72,37,2.8,62,57,44.1977,-73.6954
2020-06-28 06:00:00,19.9,40,17,3.5,60,85,44.394,-72.4991
2020-06-28 07:00:00,19.6,53,24,3.0,58,89,45.4062,-72.1198
2020-06-28 08:00:00,17.3,18,16,2.9,74,58,45.264,-73.0491
2020-06-28 09:00:00,39.9,28,5,1.9,34,1,45.6918,-73.6748
2020-06-28 10:00:00,26.8,12,38,1.5,66,18,44.0267,-72.8415
2020-06-28 11:00:00,24.9,26,30,4.6,70,66,44.113,-72.996
2020-06-28 12:00:00,19.4,70,26,0.9,53,76,45.2776,-72.583
2020-06-28 13:00:00,16.6,63,39,0.0,75,53,44.5601,-73.4241
2020-06-28 14:00:00,33.7,26,13,0.8,45,43,44.5974,-72.3048
2020-06-28 15:00:00,21.9,61,23,1.7,35,76,45.8773,-72.5615
2020-06-28 16:00:00,27.6,35,7,0.0,79,90,45.9475,-73.2239
2020-06-28 17:00:00,20.0,19,26,4.0,59,48,44.9947,-73.4894
2020-06-28 18:00:00,19.7,77,26,2.5,72,21,44.9917,-73.9346
2020-06-28 19:00:00,27.8,52,33,0.9,61,14,44.0958,-72.7197
2020-06-28 20:00:00,15.2,11,9,3.2,73,78,44.9926,-73.1019
2020-06-28 21:00:00,29.8,58,19,2.8,35,41,45.017,-73.788
2020-06-28 22:00:00,24.3,83,26,1.0,55,4,45.3171,-72.1852
2020-06-28 23:00:00,28.0,58,20,4.1,77,8,44.4618,-73.723
2020-06-29 00:00:00,21.6,38,24,3.1,79,33,45.0079,-72.8114
2020-06-29 01:00:00,27.6,35,0,3.7,79,63,44.9602,-72.0276
2020-06-29 02:00:00,15.4,63,2,2.8,66,96,45.9913,-72.1811
2020-06-29 03:00:00,33.7,70,18,4.9,41,23,44.4514,-73.0691
2020-06-29 04:00:00,25.8,89,30,0.5,71,72,44.1588,-73.8911
2020-06-29 05:00:00,18.7,26,36,4.8,44,41,44.729,-72.4915
2020-06-29 06:00:00,37.5,21,37,3.6,79,22,45.9846,-73.2953
2020-06-29 07:00:00,19.5,39,18,4.6,30,47,45.0832,-72.028
2020-06-29 08:00:00,20.4,44,18,4.9,69,12,45.9955,-72.7993
2020-06-29 09:00:00,39.7,84,11,0.4,34,88,44.7427,-73.0078
2020-06-29 10:00:00,36.3,77,11,3.4,48,86,45.9718,-72.3429
2020-06-29 11:00:00,21.2,40,28,0.2,79,72,45.9497,-73.4866
2020-06-29 12:00:00,39.2,42,12,3.2,73,63,44.5516,-73.5147
2020-06-29 13:00:00,34.7,87,10,0.9,38,41,45.297,-72.5131
2020-06-29 14:00:00,18.7,32,36,4.6,78,71,44.5395,-73.6594
2020-06-29 15:00:00,24.8,38,30,2.0,35,62,44.1138,-72.2334
2020-06-29 16:00:00,15.0,14,17,4.1,44,11,45.4691,-72.6829
2020-06-29 17:00:00,25.6,66,33,4.8,38,56,44.3192,-72.5874
2020-06-29 18:00:00,29.3,16,15,1.8,79,29,45.097,-72.7382
2020-06-29 19:00:00,27.4,43,10,1.2,30,10,44.4748,-73.2675
2020-06-29 20:00:00,25.9,23,3,0.6,42,39,45.0887,-72.5583
2020-06-29 21:00:00,24.4,51,8,4.5,65,38,45.7444,-73.9767
2020-06-29 22:00:00,16.0,77,38,3.2,40,88,45.0315,-73.6169
2020-06-29 23:00:00,34.2,60,31,0.9,76,36,45.908,-72.5371
2020-06-30 00:00:00,18.7,24,32,1.6,68,71,45.4285,-73.7854
2020-06-30 01:00:00,22.8,11,7,4.4,32,54,44.0196,-72.3405
2020-06-30 02:00:00,19.0,18,5,0.8,60,35,44.1008,-72.3352
2020-06-30 03:00:00,18.5,67,4,1.3,40,91,44.8873,-72.9987
2020-06-30 04:00:00,27.9,69,13,3.3,46,74,45.7171,-72.6394
2020-06-30 05:00:00,18.7,61,18,2.6,59,84,44.4404,-73.352
2020-06-30 06:00:00,31.1,39,33,0.3,42,50,45.2893,-73.5368
2020-06-30 07:00:00,19.3,51,30,1.2,38,24,45.0592,-73.3882
2020-06-30 08:00:00,24.3,54,37,3.1,71,31,45.1324,-73.3877
2020-06-30 09:00:00,24.4,42,32,2.7,44,84,45.8353,-72.3353
2020-06-30 10:00:00,31.0,69,6,4.8,80,45,45.0318,-73.4228
2020-06-30 11:00:00,37.4,55,5,0.3,64,26,44.1731,-73.0936
2020-06-30 12:00:00,27.5,48,27,4.4,41,42,45.5376,-73.2347
2020-06-30 13:00:00,33.5,22,35,4.3,53,47,45.6481,-72.747
2020-06-30 14:00:00,21.2,55,29,4.7,75,22,45.3857,-73.1985
2020-06-30 15:00:00,23.4,82,14,0.7,61,59,45.091,-72.7298
2020-06-30 16:00:00,39.7,52,37,4.6,32,45,45.8433,-73.6884
2020-06-30 17:00:00,32.7,41,30,2.5,80,64,45.4486,-73.6407
2020-06-30 18:00:00,25.0,10,15,2.3,44,13,44.2562,-72.6205
2020-06-30 19:00:00,23.3,65,18,3.5,70,61,45.479,-72.2448
2020-06-30 20:00:00,34.7,55,36,0.6,51,28,44.6024,-72.73
2020-06-30 21:00:00,15.1,10,33,4.1,51,17,45.9619,-73.723
2020-06-30 22:00:00,19.9,34,39,3.2,69,96,45.0487,-72.7278
2020-06-30 23:00:00,23.8,54,26,3.1,71,29,44.3086,-73.0774
2020-07-01 00:00:00,34.4,59,25,4.7,67,57,44.6039,-73.2292
2020-07-01 01:00:00,18.1,23,35,0.2,80,30,45.0497,-72.964
2020-07-01 02:00:00,27.3,31,10,3.4,33,26,44.6236,-72.9723
2020-07-01 03:00:00,39.2,42,25,3.0,72,81,45.574,-73.6628
2020-07-01 04:00:00,20.0,67,9,4.7,76,86,44.9185,-72.4634
2020-07-01 05:00:00,19.0,75,37,3.5,57,20,45.6877,-73.8636
2020-07-01 06:00:00,24.4,21,14,2.9,54,30,45.0761,-72.6799
2020-07-01 07:00:00,32.5,13,16,2.5,63,27,44.5003,-72.363
2020-07-01 08:00:00,19.7,62,16,4.1,31,34,44.1064,-73.2717
2020-07-01 09:00:00,26.6,80,20,1.0,49,62,44.8484,-73.3497
2020-07-01 10:00:00,25.3,85,3,0.2,46,79,45.0322,-73.1442
2020-07-01 11:00:00,26.2,85,37,0.6,64,83,44.2567,-72.7998
2020-07-01 12:00:00,20.3,71,32,4.8,47,45,44.694,-72.9552
2020-07-01 13:00:00,16.5,52,40,1.5,68,26,44.491,-72.4401
2020-07-01 14:00:00,18.8,78,31,1.9,41,93,45.9234,-72.6407
2020-07-01 15:00:00,16.2,81,40,3.4,75,51,44.422,-72.7481
2020-07-01 16:00:00,25.7,52,15,0.1,52,63,44.9524,-72.1676
2020-07-01 17:00:00,32.3,76,18,4.7,49,67,45.1798,-72.3782
2020-07-01 18:00:00,30.7,42,22,4.9,69,42,44.2594,-72.7426
2020-07-01 19:00:00,29.5,89,15,0.5,36,27,45.8275,-72.1981
2020-07-01 20:00:00,27.0,64,7,4.0,69,71,45.7396,-73.7053
2020-07-01 21:00:00,19.4,70,4,3.3,61,4,45.1838,-72.2985
2020-07-01 22:00:00,34.7,34,19,2.3,30,87,44.743,-73.6403
2020-07-01 23:00:00,38.4,29,4,0.1,75,32,44.8437,-73.2894
2020-07-02 00:00:00,25.2,63,10,3.9,39,82,45.4512,-72.4857
2020-07-02 01:00:00,39.1,64,7,1.2,59,47,45.0074,-73.0687
2020-07-02 02:00:00,33.6,33,29,3.6,63,74,45.956,-73.6601
2020-07-02 03:00:00,24.7,74,21,2.5,43,29,44.2672,-72.0067
2020-07-02 04:00:00,16.7,20,21,1.2,78,47,44.5825,-72.3214
2020-07-02 05:00:00,23.6,70,15,0.0,50,17,44.6462,-72.2742
2020-07-02 06:00:00,28.4,38,2,1.8,51,96,44.7562,-73.8303
2020-07-02 07:00:00,35.0,72,28,2.7,33,86,45.415,-72.0626
2020-07-02 08:00:00,21.1,25,13,0.9,52,69,45.3941,-72.2371
2020-07-02 09:00:00,25.7,33,1,3.9,80,12,45.3318,-72.8059
2020-07-02 10:00:00,17.1,42,10,3.6,54,78,44.3369,-72.6409
2020-07-02 11:00:00,28.4,21,30,0.4,48,38,44.6245,-73.3878
2020-07-02 12:00:00,32.3,47,30,0.2,78,16,44.5755,-72.1441
2020-07-02 13:00:00,18.8,39,18,3.8,63,7,45.5748,-72.0668
2020-07-02 14:00:00,28.9,44,34,0.2,45,96,45.0542,-72.8403
2020-07-02 15:00:00,37.0,23,5,0.9,71,98,44.963,-72.7163
2020-07-02 16:00:00,34.1,25,6,2.3,64,7,44.4121,-72.5232
2020-07-02 17:00:00,24.4,21,5,4.3,78,65,45.675,-73.4472
2020-07-02 18:00:00,23.8,33,34,1.7,47,84,44.2445,-72.8931
2020-07-02 19:00:00,23.2,35,11,0.2,30,16,45.8744,-72.905
2020-07-02 20:00:00,32.5,16,10,2.7,80,53,45.5272,-72.3773
2020-07-02 21:00:00,34.9,22,32,0.6,41,78,45.0751,-72.935
2020-07-02 22:00:00,16.8,22,4,4.2,67,35,45.4082,-73.9862
2020-07-02 23:00:00,27.7,49,17,4.8,78,34,45.9072,-73.5416
2020-07-03 00:00:00,23.6,56,2,0.6,63,76,44.5388,-72.068
2020-07-03 01:00:00,38.4,61,22,1.1,72,93,45.465,-73.3843
2020-07-03 02:00:00,33.3,15,2,2.9,59,70,45.231,-73.0811
2020-07-03 03:00:00,15.3,59,0,4.1,62,90,44.1133,-73.3164
2020-07-03 04:00:00,27.3,16,39,2.4,35,17,44.3645,-73.9332
2020-07-03 05:00:00,16.2,47,25,4.8,49,11,44.3471,-72.0512
2020-07-03 06:00:00,15.1,74,18,0.2,72,19,45.4983,-72.5589
2020-07-03 07:00:00,24.4,57,23,4.7,61,68,45.3091,-73.9541
2020-07-03 08:00:00,15.9,85,34,0.3,57,5,44.8984,-72.1823
2020-07-03 09:00:00,17.6,44,33,4.9,66,6,45.2044,-73.7359
2020-07-03 10:00:00,16.5,79,6,5.0,49,45,45.8622,-72.2651
2020-07-03 11:00:00,26.2,81,13,3.0,59,94,44.9747,-72.7348
2020-07-03 12:00:00,18.7,56,28,2.3,66,23,45.7197,-73.8867
2020-07-03 13:00:00,31.4,44,12,3.6,52,58,45.2937,-72.3012
2020-07-03 14:00:00,27.5,86,37,3.2,63,38,45.8317,-73.5975
2020-07-03 15:00:00,22.6,47,26,4.0,70,48,45.5108,-73.0736
2020-07-03 16:00:00,30.6,61,29,0.7,68,93,45.2957,-72.0145
2020-07-03 17:00:00,28.6,35,2,4.5,50,61,44.5652,-73.417
2020-07-03 18:00:00,38.8,73,37,2.8,55,17,44.3074,-73.7491
2020-07-03 19:00:00,38.4,33,21,1.5,32,73,44.4894,-72.0677
2020-07-03 20:00:00,16.8,58,2,3.0,41,94,44.4126,-72.0263
2020-07-03 21:00:00,20.5,85,27,3.7,64,63,44.2041,-73.6392
2020-07-03 22:00:00,20.6,31,14,3.0,69,57,44.1559,-72.4361
2020-07-03 23:00:00,19.5,22,32,0.5,39,35,44.2713,-73.2578
2020-07-04 00:00:00,22.0,19,0,2.6,33,89,45.0234,-72.9528
